file,pipeline,old_end_vertex,new_end_vertex
assets/assets_5/co2_pipeline.csv,Region14Jiangxi_to_Region19Guangdong_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region19Guangdong,co2captured_Region19Guangdong
assets/assets_5/co2_pipeline.csv,Region14Jiangxi_to_Region17Hubei_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region17Hubei,co2captured_Region17Hubei
assets/assets_5/co2_pipeline.csv,Region14Jiangxi_to_Region18Hunan_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region18Hunan,co2captured_Region18Hunan
assets/assets_5/co2_pipeline.csv,Region7Jilin_to_Region8Heilongjiang_CO2_Pipeline,co2_transported_Region7Jilin_to_Region8Heilongjiang,co2captured_Region8Heilongjiang
assets/assets_5/co2_pipeline.csv,Region6Liaoning_to_Region7Jilin_CO2_Pipeline,co2_transported_Region6Liaoning_to_Region7Jilin,co2captured_Region7Jilin
assets/assets_5/co2_pipeline.csv,Region29Qinghai_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region29Qinghai_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_5/co2_pipeline.csv,Region27Shaanxi_to_Region28Gansu_CO2_Pipeline,co2_transported_Region27Shaanxi_to_Region28Gansu,co2captured_Region28Gansu
assets/assets_5/co2_pipeline.csv,Region27Shaanxi_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region27Shaanxi_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_5/co2_pipeline.csv,Region15Shandong_to_Region16Henan_CO2_Pipeline,co2_transported_Region15Shandong_to_Region16Henan,co2captured_Region16Henan
assets/assets_5/co2_pipeline.csv,Region9Shanghai_to_Region10Jiangsu_CO2_Pipeline,co2_transported_Region9Shanghai_to_Region10Jiangsu,co2captured_Region10Jiangsu
assets/assets_5/co2_pipeline.csv,Region9Shanghai_to_Region11Zhejiang_CO2_Pipeline,co2_transported_Region9Shanghai_to_Region11Zhejiang,co2captured_Region11Zhejiang
assets/assets_5/co2_pipeline.csv,Region4Shanxi_to_Region5Innermongolia_CO2_Pipeline,co2_transported_Region4Shanxi_to_Region5Innermongolia,co2captured_Region5Innermongolia
assets/assets_5/co2_pipeline.csv,Region23Sichuan_to_Region28Gansu_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region28Gansu,co2captured_Region28Gansu
assets/assets_5/co2_pipeline.csv,Region23Sichuan_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_5/co2_pipeline.csv,Region23Sichuan_to_Region29Qinghai_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region29Qinghai,co2captured_Region29Qinghai
assets/assets_5/co2_pipeline.csv,Region23Sichuan_to_Region26Tibet_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region26Tibet,co2captured_Region26Tibet
assets/assets_5/co2_pipeline.csv,Region23Sichuan_to_Region25Yunnan_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region25Yunnan,co2captured_Region25Yunnan
assets/assets_5/co2_pipeline.csv,Region26Tibet_to_Region29Qinghai_CO2_Pipeline,co2_transported_Region26Tibet_to_Region29Qinghai,co2captured_Region29Qinghai
assets/assets_5/co2_pipeline.csv,Region25Yunnan_to_Region26Tibet_CO2_Pipeline,co2_transported_Region25Yunnan_to_Region26Tibet,co2captured_Region26Tibet
assets/assets_5/co2_pipeline.csv,Region11Zhejiang_to_Region12Anhui_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region12Anhui,co2captured_Region12Anhui
assets/assets_5/co2_pipeline.csv,Region11Zhejiang_to_Region13Fujian_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region13Fujian,co2captured_Region13Fujian
assets/assets_5/co2_pipeline.csv,Region11Zhejiang_to_Region14Jiangxi_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region14Jiangxi,co2captured_Region14Jiangxi
assets/assets_6/co2_pipeline.csv,Region12Anhui_to_Region17Hubei_CO2_Pipeline,co2_transported_Region12Anhui_to_Region17Hubei,co2captured_Region17Hubei
assets/assets_6/co2_pipeline.csv,Region12Anhui_to_Region14Jiangxi_CO2_Pipeline,co2_transported_Region12Anhui_to_Region14Jiangxi,co2captured_Region14Jiangxi
assets/assets_6/co2_pipeline.csv,Region12Anhui_to_Region15Shandong_CO2_Pipeline,co2_transported_Region12Anhui_to_Region15Shandong,co2captured_Region15Shandong
assets/assets_6/co2_pipeline.csv,Region1Beijing_to_Region3Hebei_CO2_Pipeline,co2_transported_Region1Beijing_to_Region3Hebei,co2captured_Region3Hebei
assets/assets_6/co2_pipeline.csv,Region1Beijing_to_Region5Innermongolia_CO2_Pipeline,co2_transported_Region1Beijing_to_Region5Innermongolia,co2captured_Region5Innermongolia
assets/assets_6/co2_pipeline.csv,Region1Beijing_to_Region2Tianjin_CO2_Pipeline,co2_transported_Region1Beijing_to_Region2Tianjin,co2captured_Region2Tianjin
assets/assets_6/co2_pipeline.csv,Region22Chongqing_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region22Chongqing_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_6/co2_pipeline.csv,Region22Chongqing_to_Region27Shaanxi_CO2_Pipeline,co2_transported_Region22Chongqing_to_Region27Shaanxi,co2captured_Region27Shaanxi
assets/assets_6/co2_pipeline.csv,Region22Chongqing_to_Region23Sichuan_CO2_Pipeline,co2_transported_Region22Chongqing_to_Region23Sichuan,co2captured_Region23Sichuan
assets/assets_6/co2_pipeline.csv,Region13Fujian_to_Region19Guangdong_CO2_Pipeline,co2_transported_Region13Fujian_to_Region19Guangdong,co2captured_Region19Guangdong
assets/assets_6/co2_pipeline.csv,Region13Fujian_to_Region14Jiangxi_CO2_Pipeline,co2_transported_Region13Fujian_to_Region14Jiangxi,co2captured_Region14Jiangxi
assets/assets_6/co2_pipeline.csv,Region28Gansu_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region28Gansu_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_6/co2_pipeline.csv,Region28Gansu_to_Region29Qinghai_CO2_Pipeline,co2_transported_Region28Gansu_to_Region29Qinghai,co2captured_Region29Qinghai
assets/assets_6/co2_pipeline.csv,Region19Guangdong_to_Region20Guangxi_CO2_Pipeline,co2_transported_Region19Guangdong_to_Region20Guangxi,co2captured_Region20Guangxi
assets/assets_6/co2_pipeline.csv,Region19Guangdong_to_Region21Hainan_CO2_Pipeline,co2_transported_Region19Guangdong_to_Region21Hainan,co2captured_Region21Hainan
assets/assets_6/co2_pipeline.csv,Region20Guangxi_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region20Guangxi_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_6/co2_pipeline.csv,Region20Guangxi_to_Region21Hainan_CO2_Pipeline,co2_transported_Region20Guangxi_to_Region21Hainan,co2captured_Region21Hainan
assets/assets_6/co2_pipeline.csv,Region20Guangxi_to_Region25Yunnan_CO2_Pipeline,co2_transported_Region20Guangxi_to_Region25Yunnan,co2captured_Region25Yunnan
assets/assets_6/co2_pipeline.csv,Region24Guizhou_to_Region25Yunnan_CO2_Pipeline,co2_transported_Region24Guizhou_to_Region25Yunnan,co2captured_Region25Yunnan
assets/assets_6/co2_pipeline.csv,Region3Hebei_to_Region16Henan_CO2_Pipeline,co2_transported_Region3Hebei_to_Region16Henan,co2captured_Region16Henan
assets/assets_6/co2_pipeline.csv,Region3Hebei_to_Region5Innermongolia_CO2_Pipeline,co2_transported_Region3Hebei_to_Region5Innermongolia,co2captured_Region5Innermongolia
assets/assets_6/co2_pipeline.csv,Region3Hebei_to_Region15Shandong_CO2_Pipeline,co2_transported_Region3Hebei_to_Region15Shandong,co2captured_Region15Shandong
assets/assets_6/co2_pipeline.csv,Region3Hebei_to_Region4Shanxi_CO2_Pipeline,co2_transported_Region3Hebei_to_Region4Shanxi,co2captured_Region4Shanxi
assets/assets_6/co2_pipeline.csv,Region17Hubei_to_Region18Hunan_CO2_Pipeline,co2_transported_Region17Hubei_to_Region18Hunan,co2captured_Region18Hunan
assets/assets_6/co2_pipeline.csv,Region18Hunan_to_Region22Chongqing_CO2_Pipeline,co2_transported_Region18Hunan_to_Region22Chongqing,co2captured_Region22Chongqing
assets/assets_6/co2_pipeline.csv,Region18Hunan_to_Region19Guangdong_CO2_Pipeline,co2_transported_Region18Hunan_to_Region19Guangdong,co2captured_Region19Guangdong
assets/assets_6/co2_pipeline.csv,Region18Hunan_to_Region20Guangxi_CO2_Pipeline,co2_transported_Region18Hunan_to_Region20Guangxi,co2captured_Region20Guangxi
assets/assets_6/co2_pipeline.csv,Region18Hunan_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region18Hunan_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_6/co2_pipeline.csv,Region5Innermongolia_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region5Innermongolia_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_6/co2_pipeline.csv,Region10Jiangsu_to_Region12Anhui_CO2_Pipeline,co2_transported_Region10Jiangsu_to_Region12Anhui,co2captured_Region12Anhui
assets/assets_6/co2_pipeline.csv,Region10Jiangsu_to_Region15Shandong_CO2_Pipeline,co2_transported_Region10Jiangsu_to_Region15Shandong,co2captured_Region15Shandong
assets/assets_6/co2_pipeline.csv,Region10Jiangsu_to_Region11Zhejiang_CO2_Pipeline,co2_transported_Region10Jiangsu_to_Region11Zhejiang,co2captured_Region11Zhejiang
assets/assets_6/co2_pipeline.csv,Region14Jiangxi_to_Region19Guangdong_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region19Guangdong,co2captured_Region19Guangdong
assets/assets_6/co2_pipeline.csv,Region14Jiangxi_to_Region17Hubei_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region17Hubei,co2captured_Region17Hubei
assets/assets_6/co2_pipeline.csv,Region14Jiangxi_to_Region18Hunan_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region18Hunan,co2captured_Region18Hunan
assets/assets_6/co2_pipeline.csv,Region7Jilin_to_Region8Heilongjiang_CO2_Pipeline,co2_transported_Region7Jilin_to_Region8Heilongjiang,co2captured_Region8Heilongjiang
assets/assets_6/co2_pipeline.csv,Region6Liaoning_to_Region7Jilin_CO2_Pipeline,co2_transported_Region6Liaoning_to_Region7Jilin,co2captured_Region7Jilin
assets/assets_6/co2_pipeline.csv,Region29Qinghai_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region29Qinghai_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_6/co2_pipeline.csv,Region27Shaanxi_to_Region28Gansu_CO2_Pipeline,co2_transported_Region27Shaanxi_to_Region28Gansu,co2captured_Region28Gansu
assets/assets_6/co2_pipeline.csv,Region27Shaanxi_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region27Shaanxi_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_6/co2_pipeline.csv,Region15Shandong_to_Region16Henan_CO2_Pipeline,co2_transported_Region15Shandong_to_Region16Henan,co2captured_Region16Henan
assets/assets_6/co2_pipeline.csv,Region9Shanghai_to_Region10Jiangsu_CO2_Pipeline,co2_transported_Region9Shanghai_to_Region10Jiangsu,co2captured_Region10Jiangsu
assets/assets_6/co2_pipeline.csv,Region9Shanghai_to_Region11Zhejiang_CO2_Pipeline,co2_transported_Region9Shanghai_to_Region11Zhejiang,co2captured_Region11Zhejiang
assets/assets_6/co2_pipeline.csv,Region4Shanxi_to_Region5Innermongolia_CO2_Pipeline,co2_transported_Region4Shanxi_to_Region5Innermongolia,co2captured_Region5Innermongolia
assets/assets_6/co2_pipeline.csv,Region23Sichuan_to_Region28Gansu_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region28Gansu,co2captured_Region28Gansu
assets/assets_6/co2_pipeline.csv,Region23Sichuan_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_6/co2_pipeline.csv,Region23Sichuan_to_Region29Qinghai_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region29Qinghai,co2captured_Region29Qinghai
assets/assets_6/co2_pipeline.csv,Region23Sichuan_to_Region26Tibet_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region26Tibet,co2captured_Region26Tibet
assets/assets_6/co2_pipeline.csv,Region23Sichuan_to_Region25Yunnan_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region25Yunnan,co2captured_Region25Yunnan
assets/assets_6/co2_pipeline.csv,Region26Tibet_to_Region29Qinghai_CO2_Pipeline,co2_transported_Region26Tibet_to_Region29Qinghai,co2captured_Region29Qinghai
assets/assets_6/co2_pipeline.csv,Region25Yunnan_to_Region26Tibet_CO2_Pipeline,co2_transported_Region25Yunnan_to_Region26Tibet,co2captured_Region26Tibet
assets/assets_6/co2_pipeline.csv,Region11Zhejiang_to_Region12Anhui_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region12Anhui,co2captured_Region12Anhui
assets/assets_6/co2_pipeline.csv,Region11Zhejiang_to_Region13Fujian_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region13Fujian,co2captured_Region13Fujian
assets/assets_6/co2_pipeline.csv,Region11Zhejiang_to_Region14Jiangxi_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region14Jiangxi,co2captured_Region14Jiangxi
assets/assets_7/co2_pipeline.csv,Region12Anhui_to_Region17Hubei_CO2_Pipeline,co2_transported_Region12Anhui_to_Region17Hubei,co2captured_Region17Hubei
assets/assets_7/co2_pipeline.csv,Region12Anhui_to_Region14Jiangxi_CO2_Pipeline,co2_transported_Region12Anhui_to_Region14Jiangxi,co2captured_Region14Jiangxi
assets/assets_7/co2_pipeline.csv,Region12Anhui_to_Region15Shandong_CO2_Pipeline,co2_transported_Region12Anhui_to_Region15Shandong,co2captured_Region15Shandong
assets/assets_7/co2_pipeline.csv,Region1Beijing_to_Region3Hebei_CO2_Pipeline,co2_transported_Region1Beijing_to_Region3Hebei,co2captured_Region3Hebei
assets/assets_7/co2_pipeline.csv,Region1Beijing_to_Region5Innermongolia_CO2_Pipeline,co2_transported_Region1Beijing_to_Region5Innermongolia,co2captured_Region5Innermongolia
assets/assets_7/co2_pipeline.csv,Region1Beijing_to_Region2Tianjin_CO2_Pipeline,co2_transported_Region1Beijing_to_Region2Tianjin,co2captured_Region2Tianjin
assets/assets_7/co2_pipeline.csv,Region22Chongqing_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region22Chongqing_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_7/co2_pipeline.csv,Region22Chongqing_to_Region27Shaanxi_CO2_Pipeline,co2_transported_Region22Chongqing_to_Region27Shaanxi,co2captured_Region27Shaanxi
assets/assets_7/co2_pipeline.csv,Region22Chongqing_to_Region23Sichuan_CO2_Pipeline,co2_transported_Region22Chongqing_to_Region23Sichuan,co2captured_Region23Sichuan
assets/assets_7/co2_pipeline.csv,Region13Fujian_to_Region19Guangdong_CO2_Pipeline,co2_transported_Region13Fujian_to_Region19Guangdong,co2captured_Region19Guangdong
assets/assets_7/co2_pipeline.csv,Region13Fujian_to_Region14Jiangxi_CO2_Pipeline,co2_transported_Region13Fujian_to_Region14Jiangxi,co2captured_Region14Jiangxi
assets/assets_7/co2_pipeline.csv,Region28Gansu_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region28Gansu_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_7/co2_pipeline.csv,Region28Gansu_to_Region29Qinghai_CO2_Pipeline,co2_transported_Region28Gansu_to_Region29Qinghai,co2captured_Region29Qinghai
assets/assets_7/co2_pipeline.csv,Region19Guangdong_to_Region20Guangxi_CO2_Pipeline,co2_transported_Region19Guangdong_to_Region20Guangxi,co2captured_Region20Guangxi
assets/assets_7/co2_pipeline.csv,Region19Guangdong_to_Region21Hainan_CO2_Pipeline,co2_transported_Region19Guangdong_to_Region21Hainan,co2captured_Region21Hainan
assets/assets_7/co2_pipeline.csv,Region20Guangxi_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region20Guangxi_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_7/co2_pipeline.csv,Region20Guangxi_to_Region21Hainan_CO2_Pipeline,co2_transported_Region20Guangxi_to_Region21Hainan,co2captured_Region21Hainan
assets/assets_7/co2_pipeline.csv,Region20Guangxi_to_Region25Yunnan_CO2_Pipeline,co2_transported_Region20Guangxi_to_Region25Yunnan,co2captured_Region25Yunnan
assets/assets_7/co2_pipeline.csv,Region24Guizhou_to_Region25Yunnan_CO2_Pipeline,co2_transported_Region24Guizhou_to_Region25Yunnan,co2captured_Region25Yunnan
assets/assets_7/co2_pipeline.csv,Region3Hebei_to_Region16Henan_CO2_Pipeline,co2_transported_Region3Hebei_to_Region16Henan,co2captured_Region16Henan
assets/assets_7/co2_pipeline.csv,Region3Hebei_to_Region5Innermongolia_CO2_Pipeline,co2_transported_Region3Hebei_to_Region5Innermongolia,co2captured_Region5Innermongolia
assets/assets_7/co2_pipeline.csv,Region3Hebei_to_Region15Shandong_CO2_Pipeline,co2_transported_Region3Hebei_to_Region15Shandong,co2captured_Region15Shandong
assets/assets_7/co2_pipeline.csv,Region3Hebei_to_Region4Shanxi_CO2_Pipeline,co2_transported_Region3Hebei_to_Region4Shanxi,co2captured_Region4Shanxi
assets/assets_7/co2_pipeline.csv,Region17Hubei_to_Region18Hunan_CO2_Pipeline,co2_transported_Region17Hubei_to_Region18Hunan,co2captured_Region18Hunan
assets/assets_7/co2_pipeline.csv,Region18Hunan_to_Region22Chongqing_CO2_Pipeline,co2_transported_Region18Hunan_to_Region22Chongqing,co2captured_Region22Chongqing
assets/assets_7/co2_pipeline.csv,Region18Hunan_to_Region19Guangdong_CO2_Pipeline,co2_transported_Region18Hunan_to_Region19Guangdong,co2captured_Region19Guangdong
assets/assets_7/co2_pipeline.csv,Region18Hunan_to_Region20Guangxi_CO2_Pipeline,co2_transported_Region18Hunan_to_Region20Guangxi,co2captured_Region20Guangxi
assets/assets_7/co2_pipeline.csv,Region18Hunan_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region18Hunan_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_7/co2_pipeline.csv,Region5Innermongolia_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region5Innermongolia_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_7/co2_pipeline.csv,Region10Jiangsu_to_Region12Anhui_CO2_Pipeline,co2_transported_Region10Jiangsu_to_Region12Anhui,co2captured_Region12Anhui
assets/assets_7/co2_pipeline.csv,Region10Jiangsu_to_Region15Shandong_CO2_Pipeline,co2_transported_Region10Jiangsu_to_Region15Shandong,co2captured_Region15Shandong
assets/assets_7/co2_pipeline.csv,Region10Jiangsu_to_Region11Zhejiang_CO2_Pipeline,co2_transported_Region10Jiangsu_to_Region11Zhejiang,co2captured_Region11Zhejiang
assets/assets_7/co2_pipeline.csv,Region14Jiangxi_to_Region19Guangdong_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region19Guangdong,co2captured_Region19Guangdong
assets/assets_7/co2_pipeline.csv,Region14Jiangxi_to_Region17Hubei_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region17Hubei,co2captured_Region17Hubei
assets/assets_7/co2_pipeline.csv,Region14Jiangxi_to_Region18Hunan_CO2_Pipeline,co2_transported_Region14Jiangxi_to_Region18Hunan,co2captured_Region18Hunan
assets/assets_7/co2_pipeline.csv,Region7Jilin_to_Region8Heilongjiang_CO2_Pipeline,co2_transported_Region7Jilin_to_Region8Heilongjiang,co2captured_Region8Heilongjiang
assets/assets_7/co2_pipeline.csv,Region6Liaoning_to_Region7Jilin_CO2_Pipeline,co2_transported_Region6Liaoning_to_Region7Jilin,co2captured_Region7Jilin
assets/assets_7/co2_pipeline.csv,Region29Qinghai_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region29Qinghai_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_7/co2_pipeline.csv,Region27Shaanxi_to_Region28Gansu_CO2_Pipeline,co2_transported_Region27Shaanxi_to_Region28Gansu,co2captured_Region28Gansu
assets/assets_7/co2_pipeline.csv,Region27Shaanxi_to_Region30Ningxia_CO2_Pipeline,co2_transported_Region27Shaanxi_to_Region30Ningxia,co2captured_Region30Ningxia
assets/assets_7/co2_pipeline.csv,Region15Shandong_to_Region16Henan_CO2_Pipeline,co2_transported_Region15Shandong_to_Region16Henan,co2captured_Region16Henan
assets/assets_7/co2_pipeline.csv,Region9Shanghai_to_Region10Jiangsu_CO2_Pipeline,co2_transported_Region9Shanghai_to_Region10Jiangsu,co2captured_Region10Jiangsu
assets/assets_7/co2_pipeline.csv,Region9Shanghai_to_Region11Zhejiang_CO2_Pipeline,co2_transported_Region9Shanghai_to_Region11Zhejiang,co2captured_Region11Zhejiang
assets/assets_7/co2_pipeline.csv,Region4Shanxi_to_Region5Innermongolia_CO2_Pipeline,co2_transported_Region4Shanxi_to_Region5Innermongolia,co2captured_Region5Innermongolia
assets/assets_7/co2_pipeline.csv,Region23Sichuan_to_Region28Gansu_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region28Gansu,co2captured_Region28Gansu
assets/assets_7/co2_pipeline.csv,Region23Sichuan_to_Region24Guizhou_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region24Guizhou,co2captured_Region24Guizhou
assets/assets_7/co2_pipeline.csv,Region23Sichuan_to_Region29Qinghai_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region29Qinghai,co2captured_Region29Qinghai
assets/assets_7/co2_pipeline.csv,Region23Sichuan_to_Region26Tibet_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region26Tibet,co2captured_Region26Tibet
assets/assets_7/co2_pipeline.csv,Region23Sichuan_to_Region25Yunnan_CO2_Pipeline,co2_transported_Region23Sichuan_to_Region25Yunnan,co2captured_Region25Yunnan
assets/assets_7/co2_pipeline.csv,Region26Tibet_to_Region29Qinghai_CO2_Pipeline,co2_transported_Region26Tibet_to_Region29Qinghai,co2captured_Region29Qinghai
assets/assets_7/co2_pipeline.csv,Region25Yunnan_to_Region26Tibet_CO2_Pipeline,co2_transported_Region25Yunnan_to_Region26Tibet,co2captured_Region26Tibet
assets/assets_7/co2_pipeline.csv,Region11Zhejiang_to_Region12Anhui_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region12Anhui,co2captured_Region12Anhui
assets/assets_7/co2_pipeline.csv,Region11Zhejiang_to_Region13Fujian_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region13Fujian,co2captured_Region13Fujian
assets/assets_7/co2_pipeline.csv,Region11Zhejiang_to_Region14Jiangxi_CO2_Pipeline,co2_transported_Region11Zhejiang_to_Region14Jiangxi,co2captured_Region14Jiangxi
